설치장소명,설치장소상세,설치시도명,설치시군구명,설치시설구분,서비스제공사명,와이파이SSID,설치연월,소재지도로명주소,소재지지번주소,관리기관명,관리기관전화번호,WGS84위도,WGS84경도,데이터기준일자
동주민센터,자양1동 2층 작은도서관,서울특별시,광진구,관공서,서울특별시 광진구,,,서울특별시 광진구 자양로 13길 37,,서울특별시 광진구,02-450-7228,37.534485,127.0824046,2020-12-22
동주민센터,자양2동 3층 작은도서관,서울특별시,광진구,관공서,서울특별시 광진구,,,서울특별시 광진구 자양로 3가길 26,,서울특별시 광진구,02-450-7228,37.5287913,127.0843769,2020-12-22
동주민센터,자양3동 3층 작은도서관,서울특별시,광진구,관공서,서울특별시 광진구,,,서울특별시 광진구 뚝섬로 568,,서울특별시 광진구,02-450-7228,37.5337904,127.0729056,2020-12-22
동주민센터,자양4동 3층 문화교실,서울특별시,광진구,관공서,서울특별시 광진구,,,서울특별시 광진구 뚝섬로 26길 58,,서울특별시 광진구,02-450-7228,37.5340959,127.0662952,2020-12-22
동주민센터,군자동 3층 작은도서관,서울특별시,광진구,관공서,서울특별시 광진구,,,서울특별시 광진구 군자로 151,,서울특별시 광진구,02-450-7228,37.5551213,127.0759047,2020-12-22
광진구청,아차산 정보화교육장,서울특별시,광진구,관공서,서울특별시 광진구,,,서울특별시 자양로 47길 9-4,,서울특별시 광진구,02-450-7228,37.55228,127.091635,2020-12-22
광진구청,민방위 교육장 1층,서울특별시,광진구,관공서,서울특별시 광진구,,,서울특별시 광진구 광나루로56길 8,,서울특별시 광진구,02-450-7228,37.539936,127.097467,2020-12-22
광진구 버스정류장,구청앞 버스정류장 맞은편,서울특별시,광진구,관공서,서울특별시 광진구,,,서울특별시 광진구 자양로 117,,서울특별시 광진구,02-450-7228,37.5385333,127.0823772,2020-12-22
광진구 버스정류장,구청앞 버스정류장 앞,서울특별시,광진구,관공서,서울특별시 광진구,,,서울특별시 광진구 자양로 117,,서울특별시 광진구,02-450-7228,37.5385333,127.0823772,2020-12-22
자양힐링센터,자양힐링센터 3층 복지센터,서울특별시,광진구,관공서,서울특별시 광진구,,,서울특별시 광진구 아차산로 24길 17,,서울특별시 광진구,02-450-7228,37.5401932,127.065067,2020-12-22
자양힐링센터,자양힐링센터 3층 복도,서울특별시,광진구,관공서,서울특별시 광진구,,,서울특별시 광진구 아차산로 24길 17,,서울특별시 광진구,02-450-7228,37.5401932,127.065067,2020-12-22
구로구전역,개봉동 139-200,서울특별시,구로구,기타,구로구(자체구축),Public WiFi@Guro,2016-09,서울특별시 구로구 경인로 281,서울특별시 구로구 개봉동 139-200,서울특별시 구로구청,02-860-2928,37.498122,126.851817,2020-10-27
구로구전역,고척동 256-3,서울특별시,구로구,기타,구로구(자체구축),Public WiFi@Guro,2016-09,서울특별시 구로구 경인로33길 96,서울특별시 구로구 고척동 256-3,서울특별시 구로구청,02-860-2928,37.501664,126.850672,2020-10-27
구로구전역,고척동 269-18,서울특별시,구로구,기타,구로구(자체구축),Public WiFi@Guro,2016-09,서울특별시 구로구 경인로33길 75,서울특별시 구로구 고척동 269-18,서울특별시 구로구청,02-860-2928,37.501214,126.850773,2020-10-27
구로구전역,개봉동 146-25,서울특별시,구로구,기타,구로구(자체구축),Public WiFi@Guro,2016-09,서울특별시 구로구 경인로35길 경인중학교 후문쪽,서울특별시 구로구 개봉동 146-25,서울특별시 구로구청,02-860-2928,37.497351,126.856073,2020-10-27
구로구전역,개봉동 161-4,서울특별시,구로구,기타,구로구(자체구축),Public WiFi@Guro,2016-09,서울특별시 구로구 경인로 334,서울특별시 구로구 개봉동 161-4,서울특별시 구로구청,02-860-2928,37.497244,126.856958,2020-10-27
구로구전역,개봉동 153-123,서울특별시,구로구,기타,구로구(자체구축),Public WiFi@Guro,2016-09,서울특별시 구로구 경서로 11,서울특별시 구로구 개봉동 153-123,서울특별시 구로구청,02-860-2928,37.498663,126.856723,2020-10-27
구로구전역,고척동 129-3,서울특별시,구로구,기타,구로구(자체구축),Public WiFi@Guro,2016-09,서울특별시 구로구 경서로3길,서울특별시 구로구 고척동 129-3,서울특별시 구로구청,02-860-2928,37.500435,126.857782,2020-10-27
구로구전역,개봉동 458-4,서울특별시,구로구,기타,구로구(자체구축),Public WiFi@Guro,2016-09,서울특별시 구로구 개봉동 458-4,서울특별시 구로구 개봉동 458-4,서울특별시 구로구청,02-860-2928,37.500663,126.854189,2020-10-27
구로구전역,개봉동149-21,서울특별시,구로구,기타,구로구(자체구축),Public WiFi@Guro,2016-09,서울특별시 구로구 경인로35길 40,서울특별시 구로구 개봉동149-21,서울특별시 구로구청,02-860-2928,37.498918,126.854121,2020-10-27
구로구전역,고척동256-33,서울특별시,구로구,기타,구로구(자체구축),Public WiFi@Guro,2016-09,서울특별시 구로구 경인로33길 98,서울특별시 구로구 고척동256-33,서울특별시 구로구청,02-860-2928,37.502137,126.850433,2020-10-27
구로구전역,신도림동 344-2,서울특별시,구로구,기타,구로구(자체구축),Public WiFi@Guro,2016-09,서울특별시 구로구 신도림동 344-2,서울특별시 구로구 신도림동 344-2,서울특별시 구로구청,02-860-2928,37.509832,126.890026,2020-10-27
구로구전역,구로동 412-46,서울특별시,구로구,기타,구로구(자체구축),Public WiFi@Guro,2017-07,서울특별시 구로구 구로구 벚꽃로70길 20,서울특별시 구로구 구로동 412-46,서울특별시 구로구청,02-860-2928,37.492651,126.881223,2020-10-27
구로구전역,구로동 466-172,서울특별시,구로구,기타,구로구(자체구축),Public WiFi@Guro,2017-07,서울특별시 구로구 구로동로35가길 20-6,서울특별시 구로구 구로동 466-172,서울특별시 구로구청,02-860-2928,37.494367,126.881259,2020-10-27
구로구전역,구로동 496-144,서울특별시,구로구,기타,구로구(자체구축),Public WiFi@Guro,2017-07,서울특별시 구로구 구로동로47길 10-5,서울특별시 구로구 구로동 496-144,서울특별시 구로구청,02-860-2928,37.49817004,126.881715,2020-10-27
구로구전역,신도림동 646-1,서울특별시,구로구,기타,구로구(자체구축),Public WiFi@Guro,2017-07,서울특별시 구로구 신도림동 646-1,서울특별시 구로구 신도림동 646-1,서울특별시 구로구청,02-860-2928,37.510877,126.888328,2020-10-27
구로구전역,구로동 614-178,서울특별시,구로구,기타,구로구(자체구축),Public WiFi@Guro,2017-07,서울특별시 구로구 구로동 614-178,서울특별시 구로구 구로동 614-178,서울특별시 구로구청,02-860-2928,37.505795,126.874875,2020-10-27
구로구전역,신도림동 394-43,서울특별시,구로구,기타,구로구(자체구축),Public WiFi@Guro,2017-07,서울특별시 구로구 신도림로11길 8,서울특별시 구로구 신도림동 394-43,서울특별시 구로구청,02-860-2928,37.508332,126.879964,2020-10-27
구로구전역,신도림동 292-44,서울특별시,구로구,기타,구로구(자체구축),Public WiFi@Guro,2017-07,서울특별시 구로구 신도림로11길 43,서울특별시 구로구 신도림동 292-44,서울특별시 구로구청,02-860-2928,37.509259,126.878409,2020-10-27
구로구전역,가리봉동 1-11,서울특별시,구로구,기타,구로구(자체구축),Public WiFi@Guro,2017-07,서울특별시 구로구 구로구 벚꽃로 370,서울특별시 구로구 가리봉동 1-11,서울특별시 구로구청,02-860-2928,37.486986,126.880797,2020-10-27
구로구전역,가리봉동 25-75,서울특별시,구로구,기타,구로구(자체구축),Public WiFi@Guro,2017-07,서울특별시 구로구 구로동로7가길 11,서울특별시 구로구 가리봉동 25-75,서울특별시 구로구청,02-860-2928,37.485009,126.884992,2020-10-27
구로구전역,구로동 791-45,서울특별시,구로구,기타,구로구(자체구축),Public WiFi@Guro,2017-07,서울특별시 구로구 도림로10길 27-13,서울특별시 구로구 구로동 791-45,서울특별시 구로구청,02-860-2928,37.485319,126.8893697,2020-10-27
구로구전역,구로동 708-1,서울특별시,구로구,기타,구로구(자체구축),Public WiFi@Guro,2017-07,서울특별시 구로구 구로동 708-1,서울특별시 구로구 구로동 708-1,서울특별시 구로구청,02-860-2928,37.489363,126.882106,2020-10-27
구로구전역,구로동 708-25,서울특별시,구로구,기타,구로구(자체구축),Public WiFi@Guro,2017-07,서울특별시 구로구 구로동로17길 37-4,서울특별시 구로구 구로동 708-25,서울특별시 구로구청,02-860-2928,37.488087,126.881845,2020-10-27
구로구전역,구로동 743-16,서울특별시,구로구,기타,구로구(자체구축),Public WiFi@Guro,2017-07,서울특별시 구로구 구로동로8길 57,서울특별시 구로구 구로동 743-16,서울특별시 구로구청,02-860-2928,37.488473,126.887057,2020-10-27
구로구전역,구로동 714-15,서울특별시,구로구,기타,구로구(자체구축),Public WiFi@Guro,2017-07,서울특별시 구로구 구로동로13길 23,서울특별시 구로구 구로동 714-15,서울특별시 구로구청,02-860-2928,37.487201,126.883573,2020-10-27
구로구전역,구로동 117-9,서울특별시,구로구,기타,구로구(자체구축),Public WiFi@Guro,2017-07,서울특별시 구로구 구로동 117-9,서울특별시 구로구 구로동 117-9,서울특별시 구로구청,02-860-2928,37.493905,126.892631,2020-10-27
구로구전역,구로동 118-7,서울특별시,구로구,기타,구로구(자체구축),Public WiFi@Guro,2017-07,서울특별시 구로구 구로동 118-7,서울특별시 구로구 구로동 118-7,서울특별시 구로구청,02-860-2928,37.494407,126.893435,2020-10-27
구로구전역,구로동 780-13,서울특별시,구로구,기타,구로구(자체구축),Public WiFi@Guro,2017-07,서울특별시 구로구 도림로14길 18,서울특별시 구로구 구로동 780-13,서울특별시 구로구청,02-860-2928,37.487081,126.889493,2020-10-27
자양힐링센터,자양힐링센터 4층 드림스타트,서울특별시,광진구,관공서,서울특별시 광진구,,,서울특별시 광진구 아차산로 24길 17,,서울특별시 광진구,02-450-7228,37.5401932,127.065067,2020-12-22
어린이대공원후문(05007),CCTV,서울특별시,광진구,교통시설,서울특별시 광진구,,,서울특별시 광진구 천호대로 657,,서울특별시 광진구,02-450-7228,37.55186,127.089933,2020-12-22
어린이대공원후문(아차산역),CCTV,서울특별시,광진구,교통시설,서울특별시 광진구,,,광진구 중곡동 115-9,,서울특별시 광진구,02-450-7228,37.5526787,127.0883695,2020-12-22
어린이대공원후문(아차산역),CCTV,서울특별시,광진구,교통시설,서울특별시 광진구,,,광진구 중곡동 115-9,,서울특별시 광진구,02-450-7228,37.5526787,127.0883695,2020-12-22
언덕배기어린이공원,CCTV,서울특별시,광진구,기타,서울특별시 광진구,,,서울특별시 광진구 뚝섬로62길 24,,서울특별시 광진구,02-450-7228,37.5321399,127.0878583,2020-12-22
열린재가노인지원서비스센터,사무실내 복도중앙,서울특별시,광진구,서민·복지시설,서울특별시 광진구,,,"광진구 천호대로 591, 2층(중곡동)",,서울특별시 광진구,02-450-7228,37.5558,127.0837,2020-12-22
영동교시장,CCTV,서울특별시,광진구,기타,서울특별시 광진구,,,서울특별시 광진구 동일로10길 42,,서울특별시 광진구,02-450-7228,37.537608,127.064011,2020-12-22
영동교시장,CCTV,서울특별시,광진구,기타,서울특별시 광진구,,,서울특별시 광진구 동일로10길 42,,서울특별시 광진구,02-450-7228,37.537608,127.064011,2020-12-22
영동교시장,CCTV,서울특별시,광진구,기타,서울특별시 광진구,,,서울특별시 광진구 동일로10길 25,,서울특별시 광진구,02-450-7228,37.538288,127.063389,2020-12-22
온달공원,CCTV,서울특별시,광진구,기타,서울특별시 광진구,,,광진구 광장동 244-18,,서울특별시 광진구,02-450-7228,37.5456607,127.1029739,2020-12-22
용마도시자연공원,CCTV,서울특별시,광진구,기타,서울특별시 광진구,,,광진구 중곡동 176-110,,서울특별시 광진구,02-450-7228,37.5677879,127.0892701,2020-12-22
용마도시자연공원,CCTV,서울특별시,광진구,기타,서울특별시 광진구,,,광진구 중곡동 176-110,,서울특별시 광진구,02-450-7228,37.5677879,127.0892701,2020-12-22
용마산입구,CCTV,서울특별시,광진구,기타,서울특별시 광진구,,,광진구 중곡동 176-42,,서울특별시 광진구,02-450-7228,37.5672397,127.087883,2020-12-22
용마산입구,CCTV,서울특별시,광진구,기타,서울특별시 광진구,,,광진구 중곡동 176-42,,서울특별시 광진구,02-450-7228,37.5672397,127.087883,2020-12-22
우정사업본부,1층 엘리베이터 앞,서울특별시,광진구,관공서,서울특별시 광진구,,,서울특별시 광진구 자양로 76,,서울특별시 광진구,02-450-7228,37.535814,127.085539,2020-12-22
우정사업본부,2층 매점 앞,서울특별시,광진구,관공서,서울특별시 광진구,,,서울특별시 광진구 자양로 76,,서울특별시 광진구,02-450-7228,37.535814,127.085539,2020-12-22
워커힐실버타운,"구의동 16-3, 1층 로비",서울특별시,광진구,서민·복지시설,서울특별시 광진구,,,광진구워커힐로93,,서울특별시 광진구,02-450-7228,37.5509346,127.0974942,2020-12-22
워커힐실버타운,"구의동 16-3, 1층 식당앞 복도",서울특별시,광진구,서민·복지시설,서울특별시 광진구,,,광진구워커힐로93,,서울특별시 광진구,02-450-7228,37.5509346,127.0974942,2020-12-22
워커힐실버타운,"구의동 16-3, 2층 담화실",서울특별시,광진구,서민·복지시설,서울특별시 광진구,,,광진구워커힐로93,,서울특별시 광진구,02-450-7228,37.5509346,127.0974942,2020-12-22
워커힐실버타운,"구의동 16-3, 2층 복도",서울특별시,광진구,서민·복지시설,서울특별시 광진구,,,광진구워커힐로93,,서울특별시 광진구,02-450-7228,37.5509346,127.0974942,2020-12-22
워커힐실버타운,"구의동 16-3, 3층 담화실",서울특별시,광진구,서민·복지시설,서울특별시 광진구,,,광진구워커힐로93,,서울특별시 광진구,02-450-7228,37.5509346,127.0974942,2020-12-22
구로구전역,가리봉동 13-10,서울특별시,구로구,기타,구로구(자체구축),Public WiFi@Guro,2017-07,서울특별시 구로구 구로동로7나길 10,서울특별시 구로구 가리봉동 13-10,서울특별시 구로구청,02-860-2928,37.485917,126.883329,2020-10-27
구로구전역,가리봉동 123-35,서울특별시,구로구,기타,구로구(자체구축),Public WiFi@Guro,2017-07,서울특별시 구로구 구로구 우마길 11-1,서울특별시 구로구 가리봉동 123-35,서울특별시 구로구청,02-860-2928,37.481783,126.888055,2020-10-27
구로구전역,개봉동 313-27,서울특별시,구로구,기타,구로구(자체구축),Public WiFi@Guro,2017-07,서울특별시 구로구 개봉로1다길 13-33,서울특별시 구로구 개봉동 313-27,서울특별시 구로구청,02-860-2928,37.481961,126.851038,2020-10-27
구로구전역,개봉동 298-3,서울특별시,구로구,기타,구로구(자체구축),Public WiFi@Guro,2017-07,서울특별시 구로구 개봉로3길 108-20,서울특별시 구로구 개봉동 298-3,서울특별시 구로구청,02-860-2928,37.485724,126.847397,2020-10-27
구로구전역,개봉동 298-3,서울특별시,구로구,기타,구로구(자체구축),Public WiFi@Guro,2017-07,서울특별시 구로구 개봉로3길 108-20,서울특별시 구로구 개봉동 298-3,서울특별시 구로구청,02-860-2928,37.485241,126.848847,2020-10-27
구로구전역,개봉동 298-3,서울특별시,구로구,기타,구로구(자체구축),Public WiFi@Guro,2017-07,서울특별시 구로구 개봉로3길 108-20,서울특별시 구로구 개봉동 298-3,서울특별시 구로구청,02-860-2928,37.485154,126.849479,2020-10-27
구로구전역,고척동 341-1,서울특별시,구로구,기타,구로구(자체구축),Public WiFi@Guro,2017-07,서울특별시 구로구 고척동 341-1,서울특별시 구로구 고척동 341-1,서울특별시 구로구청,02-860-2928,37.504773,126.865294,2020-10-27
구로구전역,고척동 46-14,서울특별시,구로구,기타,구로구(자체구축),Public WiFi@Guro,2017-07,서울특별시 구로구 고척동 46-14,서울특별시 구로구 고척동 46-14,서울특별시 구로구청,02-860-2928,37.503073,126.864507,2020-10-27
구로구전역,고척동 52-278,서울특별시,구로구,기타,구로구(자체구축),Public WiFi@Guro,2017-07,서울특별시 구로구 구로구 경인로47가길 17-2,서울특별시 구로구 고척동 52-278,서울특별시 구로구청,02-860-2928,37.502247,126.865396,2020-10-27
구로구전역,고척동 62-182,서울특별시,구로구,기타,구로구(자체구축),Public WiFi@Guro,2017-07,서울특별시 구로구 구로구 안양천로537가길 18,서울특별시 구로구 고척동 62-182,서울특별시 구로구청,02-860-2928,37.501216,126.868388,2020-10-27
구로구전역,고척동 52-149,서울특별시,구로구,기타,구로구(자체구축),Public WiFi@Guro,2017-07,서울특별시 구로구 구로구 경인로47나길 20-10,서울특별시 구로구 고척동 52-149,서울특별시 구로구청,02-860-2928,37.502093,126.867315,2020-10-27
구로구전역,고척동 148-29,서울특별시,구로구,기타,구로구(자체구축),Public WiFi@Guro,2017-07,서울특별시 구로구 구로구 경서로7길 38-15,서울특별시 구로구 고척동 148-29,서울특별시 구로구청,02-860-2928,37.503598,126.857931,2020-10-27
구로구전역,온수동 7-12,서울특별시,구로구,기타,구로구(자체구축),Public WiFi@Guro,2017-07,서울특별시 구로구 온수동 7-12,서울특별시 구로구 온수동 7-12,서울특별시 구로구청,02-860-2928,37.494309,126.824847,2020-10-27
구로구전역,수궁동 103-6,서울특별시,구로구,기타,구로구(자체구축),Public WiFi@Guro,2017-07,서울특별시 구로구 수궁동 103-6,서울특별시 구로구 수궁동 103-6,서울특별시 구로구청,02-860-2928,37.493164,126.825361,2020-10-27
구로구전역,온수동 102-12,서울특별시,구로구,기타,구로구(자체구축),Public WiFi@Guro,2017-07,서울특별시 구로구 온수동 102-12,서울특별시 구로구 온수동 102-12,서울특별시 구로구청,02-860-2928,37.494171,126.826974,2020-10-27
구로구전역,수궁동 272-1,서울특별시,구로구,기타,구로구(자체구축),Public WiFi@Guro,2017-07,서울특별시 구로구 수궁동 272-1,서울특별시 구로구 수궁동 272-1,서울특별시 구로구청,02-860-2928,37.498174,126.821854,2020-10-27
구로구전역,천왕동 산25-12일대,서울특별시,구로구,기타,구로구(자체구축),Public WiFi@Guro,2017-07,서울특별시 구로구 천왕동 산25-12일대,서울특별시 구로구 천왕동 산25-12일대,서울특별시 구로구청,02-860-2928,37.482197,126.835195,2020-10-27
구로구전역,천왕동 산25-12일대,서울특별시,구로구,기타,구로구(자체구축),Public WiFi@Guro,2017-07,서울특별시 구로구 천왕동 산25-12일대,서울특별시 구로구 천왕동 산25-12일대,서울특별시 구로구청,02-860-2928,37.480111,126.836914,2020-10-27
구로구전역,천왕동 172-1,서울특별시,구로구,기타,구로구(자체구축),Public WiFi@Guro,2017-07,서울특별시 구로구 천왕동 172-1,서울특별시 구로구 천왕동 172-1,서울특별시 구로구청,02-860-2928,37.481841,126.837087,2020-10-27
구로구전역,천왕동 266-9,서울특별시,구로구,기타,구로구(자체구축),Public WiFi@Guro,2017-07,서울특별시 구로구 천왕동 266-9,서울특별시 구로구 천왕동 266-9,서울특별시 구로구청,02-860-2928,37.475224,126.841876,2020-10-27
구로구전역,천왕동 266-9,서울특별시,구로구,기타,구로구(자체구축),Public WiFi@Guro,2017-07,서울특별시 구로구 천왕동 266-9,서울특별시 구로구 천왕동 266-9,서울특별시 구로구청,02-860-2928,37.474777,126.841067,2020-10-27
구로구전역,천왕동 266-9,서울특별시,구로구,기타,구로구(자체구축),Public WiFi@Guro,2017-07,서울특별시 구로구 천왕동 266-9,서울특별시 구로구 천왕동 266-9,서울특별시 구로구청,02-860-2928,37.476031,126.841336,2020-10-27
구로구전역,천왕동 266-9,서울특별시,구로구,기타,구로구(자체구축),Public WiFi@Guro,2017-07,서울특별시 구로구 천왕동 266-9,서울특별시 구로구 천왕동 266-9,서울특별시 구로구청,02-860-2928,37.477357,126.840951,2020-10-27
구로구전역,천왕동 9-46일대,서울특별시,구로구,기타,구로구(자체구축),Public WiFi@Guro,2017-07,서울특별시 구로구 천왕동 9-46일대,서울특별시 구로구 천왕동 9-46일대,서울특별시 구로구청,02-860-2928,37.486164,126.842662,2020-10-27
구로구전역,천왕동 9-46일대,서울특별시,구로구,기타,구로구(자체구축),Public WiFi@Guro,2017-07,서울특별시 구로구 천왕동 9-46일대,서울특별시 구로구 천왕동 9-46일대,서울특별시 구로구청,02-860-2928,37.484836,126.842695,2020-10-27
구로구전역,구로동 779-39,서울특별시,구로구,기타,구로구(자체구축),Public WiFi@Guro,2016-09,서울특별시 구로구 도림로 44-4,서울특별시 구로구 구로동 779-39,서울특별시 구로구청,02-860-2928,37.487901,126.889117,2020-10-27
구로구전역,구로동 767-180,서울특별시,구로구,기타,구로구(자체구축),Public WiFi@Guro,2016-09,서울특별시 구로구 도림로 55,서울특별시 구로구 구로동 767-180,서울특별시 구로구청,02-860-2928,37.488659,126.890018,2020-10-27
구로구전역,구로동 145-20,서울특별시,구로구,기타,구로구(자체구축),Public WiFi@Guro,2016-09,서울특별시 구로구 도림로20길 35,서울특별시 구로구 구로동 145-20,서울특별시 구로구청,02-860-2928,37.490024,126.895287,2020-10-27
구로구전역,구로3동 777-1,서울특별시,구로구,기타,구로구(자체구축),Public WiFi@Guro,2016-09,서울특별시 구로구 디지털로27다길 65,서울특별시 구로구 구로3동 777-1,서울특별시 구로구청,02-860-2928,37.487288,126.889998,2020-10-27
구로구전역,가리봉동 17,서울특별시,구로구,기타,구로구(자체구축),Public WiFi@Guro,2016-09,서울특별시 구로구 남부순환로 105길,서울특별시 구로구 가리봉동 17,서울특별시 구로구청,02-860-2928,37.484834,126.882842,2020-10-27
구로구전역,가리봉동 122-15,서울특별시,구로구,기타,구로구(자체구축),Public WiFi@Guro,2016-09,서울특별시 구로구 구로동로 14,서울특별시 구로구 가리봉동 122-15,서울특별시 구로구청,02-860-2928,37.482842,126.887168,2020-10-27
구로구전역,구로동 235-2,서울특별시,구로구,기타,구로구(자체구축),Public WiFi@Guro,2016-09,서울특별시 구로구 디지털로26길 5,서울특별시 구로구 구로동 235-2,서울특별시 구로구청,02-860-2928,37.481667,126.892804,2020-10-27
구로구전역,가리봉동 135-6,서울특별시,구로구,기타,구로구(자체구축),Public WiFi@Guro,2016-09,서울특별시 구로구 디지털로 226,서울특별시 구로구 가리봉동 135-6,서울특별시 구로구청,02-860-2928,37.480352,126.891184,2020-10-27
구로구전역,가리봉동 131-20,서울특별시,구로구,기타,구로구(자체구축),Public WiFi@Guro,2016-09,서울특별시 구로구 디지털로 219,서울특별시 구로구 가리봉동 131-20,서울특별시 구로구청,02-860-2928,37.479679,126.890162,2020-10-27
구로구전역,가리봉동 127-14,서울특별시,구로구,기타,구로구(자체구축),Public WiFi@Guro,2016-09,서울특별시 구로구 남부순환로105길 58,서울특별시 구로구 가리봉동 127-14,서울특별시 구로구청,02-860-2928,37.47978989,126.889603,2020-10-27
구로구전역,가리봉동 137-4,서울특별시,구로구,기타,구로구(자체구축),Public WiFi@Guro,2016-09,서울특별시 구로구 남부순환로 1295,서울특별시 구로구 가리봉동 137-4,서울특별시 구로구청,02-860-2928,37.478635,126.894474,2020-10-27
구로구전역,구로동 144-14,서울특별시,구로구,기타,구로구(자체구축),Public WiFi@Guro,2016-09,서울특별시 구로구 도림로20길 11,서울특별시 구로구 구로동 144-14,서울특별시 구로구청,02-860-2928,37.48960623,126.8922903,2020-10-27
구로구전역,구로동 152-18,서울특별시,구로구,기타,구로구(자체구축),Public WiFi@Guro,2016-09,서울특별시 구로구 도림로 96,서울특별시 구로구 구로동 152-18,서울특별시 구로구청,02-860-2928,37.490976,126.893935,2020-10-27
구로구전역,구로동 97-3,서울특별시,구로구,기타,구로구(자체구축),Public WiFi@Guro,2016-09,서울특별시 구로구 가마산로 282,서울특별시 구로구 구로동 97-3,서울특별시 구로구청,02-860-2928,37.496548,126.891545,2020-10-27
구로구전역,구로동 97,서울특별시,구로구,기타,구로구(자체구축),Public WiFi@Guro,2016-09,서울특별시 구로구 가마산로26길 5,서울특별시 구로구 구로동 97,서울특별시 구로구청,02-860-2928,37.496165,126.890808,2020-10-27
구로구전역,구로동 90-1,서울특별시,구로구,기타,구로구(자체구축),Public WiFi@Guro,2016-09,서울특별시 구로구 가마산로26길34,서울특별시 구로구 구로동 90-1,서울특별시 구로구청,02-860-2928,37.494886,126.891742,2020-10-27
구로구전역,구로동 120-3,서울특별시,구로구,기타,구로구(자체구축),Public WiFi@Guro,2016-09,서울특별시 구로구 도림천로 352,서울특별시 구로구 구로동 120-3,서울특별시 구로구청,02-860-2928,37.49343187,126.894339,2020-10-27
구로구전역,구로동 139-82,서울특별시,구로구,기타,구로구(자체구축),Public WiFi@Guro,2016-09,서울특별시 구로구 구로중앙로 13,서울특별시 구로구 구로동 139-82,서울특별시 구로구청,02-860-2928,37.491143,126.892191,2020-10-27
구로구전역,구로동 136-8,서울특별시,구로구,기타,구로구(자체구축),Public WiFi@Guro,2016-09,서울특별시 구로구 구로중앙로 36,서울특별시 구로구 구로동 136-8,서울특별시 구로구청,02-860-2928,37.492981,126.890501,2020-10-27
구로구전역,구로동 145-20,서울특별시,구로구,기타,구로구(자체구축),Public WiFi@Guro,2016-09,서울특별시 구로구 도림로20길 35,서울특별시 구로구 구로동 145-20,서울특별시 구로구청,02-860-2928,37.488708,126.893117,2020-10-27
구로구전역,구로동 165-1,서울특별시,구로구,기타,구로구(자체구축),Public WiFi@Guro,2016-09,서울특별시 구로구 도림로20길 57,서울특별시 구로구 구로동 165-1,서울특별시 구로구청,02-860-2928,37.488121,126.894316,2020-10-27
구로구전역,구로동 165-1,서울특별시,구로구,기타,구로구(자체구축),Public WiFi@Guro,2016-09,서울특별시 구로구 도림로20길 57,서울특별시 구로구 구로동 165-1,서울특별시 구로구청,02-860-2928,37.487851,126.895636,2020-10-27
구로구전역,구로동 685-222,서울특별시,구로구,기타,구로구(자체구축),Public WiFi@Guro,2016-09,서울특별시 구로구 구일로4길 65,서울특별시 구로구 구로동 685-222,서울특별시 구로구청,02-860-2928,37.491306,126.874645,2020-10-27
구로구전역,구로동 1259,서울특별시,구로구,기타,구로구(자체구축),Public WiFi@Guro,2016-09,서울특별시 구로구 구일로2길 60,서울특별시 구로구 구로동 1259,서울특별시 구로구청,02-860-2928,37.489778,126.876075,2020-10-27
구로구전역,구로동 685-221,서울특별시,구로구,기타,구로구(자체구축),Public WiFi@Guro,2016-09,서울특별시 구로구 구일로68,서울특별시 구로구 구로동 685-221,서울특별시 구로구청,02-860-2928,37.492268,126.872795,2020-10-27
구로구전역,구로 1동 685-221,서울특별시,구로구,기타,구로구(자체구축),Public WiFi@Guro,2016-09,서울특별시 구로구 구일로 68,서울특별시 구로구 구로 1동 685-221,서울특별시 구로구청,02-860-2928,37.493234,126.873267,2020-10-27
구로구전역,구로 1동 685-194,서울특별시,구로구,기타,구로구(자체구축),Public WiFi@Guro,2016-09,서울특별시 구로구 구일로 90-51,서울특별시 구로구 구로 1동 685-194,서울특별시 구로구청,02-860-2928,37.493438,126.874695,2020-10-27
구로구전역,구로 1동 685-156,서울특별시,구로구,기타,구로구(자체구축),Public WiFi@Guro,2016-09,서울특별시 구로구 구일로 10길,서울특별시 구로구 구로 1동 685-156,서울특별시 구로구청,02-860-2928,37.495356,126.873625,2020-10-27
구로구전역,구로 1동 685-156,서울특별시,구로구,기타,구로구(자체구축),Public WiFi@Guro,2016-09,서울특별시 구로구 구일로 10길,서울특별시 구로구 구로 1동 685-156,서울특별시 구로구청,02-860-2928,37.495303,126.872356,2020-10-27
구로구전역,구로 1동 650-4,서울특별시,구로구,기타,구로구(자체구축),Public WiFi@Guro,2016-09,서울특별시 구로구 구일로 10길,서울특별시 구로구 구로 1동 650-4,서울특별시 구로구청,02-860-2928,37.495367,126.874303,2020-10-27
구로구전역,고척동 339-1,서울특별시,구로구,기타,구로구(자체구축),Public WiFi@Guro,2016-09,서울특별시 구로구 중앙로 109,서울특별시 구로구 고척동 339-1,서울특별시 구로구청,02-860-2928,37.489387,126.875808,2020-10-27
구로구전역,개봉3동 312-25,서울특별시,구로구,기타,구로구(자체구축),Public WiFi@Guro,2016-09,서울특별시 구로구 개봉3동 312-25,서울특별시 구로구 개봉3동 312-25,서울특별시 구로구청,02-860-2928,37.482927,126.851597,2020-10-27
